method,iteration,violation,accuracy,accuracy_rank,violation_rank
oxonfair,1,-0.0221487603305786,0.6017548257708699,1,0
21multi,0,-0.007175925925925962,0.6910949555722682,0,1
oxonfair,2,-0.04047452314259042,0.5850045959722571,1,0
21multi,2,-0.026729024943310708,0.6003593214673686,0,1
21multi,1,-0.011722488038277579,0.4804462271245926,0,1
oxonfair,0,-0.0355555555555556,0.5968747388652125,1,0
21multi,2,-0.02436611008039585,0.6380273023542012,0,1
21multi,0,-0.019791666666666707,0.4338179994986212,0,1
21multi,1,-0.10490430622009575,0.6435510152920532,0,1
oxonfair,1,-0.055438757591867685,0.44742486281719174,1,0
oxonfair,2,-0.05311874749899963,0.7196039107545751,1,0
21multi,2,-0.03765006002400961,0.7568312860366007,0,1
oxonfair,2,-0.04741646658663468,0.6713618701428931,1,0
oxonfair,1,-0.08140342089885373,0.6441122176895553,1,0
21multi,1,-0.12321057464598141,0.6071697167209827,0,1
oxonfair,0,-0.029166666666666705,0.6803254404156885,1,0
21multi,0,-0.007440476190476212,0.6691437166493571,0,1
21multi,0,-0.011718750000000042,0.6092379042366508,0,1
21multi,1,-0.14189039517986893,0.633951700509735,0,1
21multi,2,-0.020493197278911635,0.5040423665078967,0,1
oxonfair,0,-0.04722222222222227,0.6391952870393584,1,0
oxonfair,1,-0.05351505485476782,0.6539232890448734,1,0
oxonfair,2,-0.04901794050953717,0.6843193782902984,1,0
21multi,1,-0.12961988304093572,0.6453246427676109,0,1
oxonfair,2,-0.04474377986488716,0.6005485673838349,1,0
oxonfair,1,-0.05848875883673626,0.5614986667882129,1,0
21multi,0,-0.01062500000000004,0.597894209074956,0,1
21multi,2,-0.02363945578231295,0.6928219269658226,0,1
oxonfair,0,-0.02638888888888893,0.6888108966324057,1,0
oxonfair,0,-0.06250000000000004,0.5084733015793432,1,0
21multi,1,-0.09846309989850663,0.5307778208254518,0,1
21multi,0,-0.007465277777777807,0.6190565722403276,0,1
oxonfair,2,-0.031025743630785682,0.5759171053731094,1,0
oxonfair,1,-0.053847083272920676,0.6870560708615359,1,0
21multi,2,-0.02910848549946296,0.6728107558944993,0,1
21multi,0,-0.018125000000000023,0.5187014289295562,0,1
oxonfair,0,-0.028333333333333367,0.7014790674354474,1,0
oxonfair,1,-0.0431460883613994,0.6097124234502024,1,0
21multi,2,-0.031639798776653565,0.7129427353794362,0,1
oxonfair,2,-0.03864879285047355,0.5487033787359683,1,0
21multi,1,-0.14172514619883042,0.6597894209074956,0,1
oxonfair,1,-0.08076337538060033,0.5965780897468037,1,0
oxonfair,0,-0.03449074074074078,0.6105122419988301,1,0
21multi,0,-0.010833333333333361,0.6185259463524694,0,1
oxonfair,2,-0.03834676727833993,0.7170612040253556,1,0
21multi,1,-0.13604687223108283,0.6481365421576,0,1
21multi,2,-0.019296051754034982,0.4555861953706026,0,1
oxonfair,0,-0.05755208333333335,0.6081098019553772,1,0
21multi,2,-0.02868480725623585,0.7301189381911367,0,1
21multi,1,-0.1576076555023924,0.7003760340937578,0,1
oxonfair,2,-0.0518785291894536,0.7123199910865993,1,0
oxonfair,1,-0.050109347059107856,0.49595763349210326,1,0
21multi,0,-0.0020833333333333446,0.6876827943511322,0,1
oxonfair,0,-0.02625000000000006,0.6997743795437452,1,0
21multi,1,-0.13386496544391285,0.658196403746667,0,1
21multi,2,-0.031079931972789146,0.6936262221108047,0,1
oxonfair,2,-0.03830532212885159,0.6571404696248017,1,0
21multi,0,-0.010208333333333375,0.6713211331160692,0,1
oxonfair,1,-0.08866246193997393,0.6280521433943344,1,0
21multi,0,-0.013257575757575791,0.5929032111032613,0,1
oxonfair,2,-0.04502175870348143,0.7413825520180497,1,0
21multi,2,-0.03429705215419502,0.7516503718559372,0,1
oxonfair,1,-0.06693570473474784,0.5116152753405198,1,0
21multi,1,-0.1653446748183591,0.7019637336007353,0,1
oxonfair,0,-0.045254629629629686,0.6446895629648197,1,0
21multi,2,-0.03487394957983197,0.706442717473051,0,1
21multi,1,-0.13269537480063803,0.6580596640762096,0,1
oxonfair,0,-0.07083333333333337,0.5347518174981198,1,0
oxonfair,1,-0.054749304390452766,0.5786448447516385,1,0
21multi,0,-0.00416666666666667,0.7040193866466115,0,1
oxonfair,2,-0.05495865012671741,0.664577588368012,1,0
21multi,0,-0.012083333333333357,0.5287791426422662,0,1
21multi,2,-0.03252189764794812,0.7232110526169188,0,1
oxonfair,1,-0.040553863998840124,0.51215843569817,1,0
oxonfair,0,-0.03777777777777782,0.6679869641514163,1,0
oxonfair,2,-0.05560224089635859,0.7070945099022311,1,0
21multi,1,-0.1476674641148326,0.7000188017046879,0,1
21multi,1,-0.0944444444444445,0.5421158185008774,0,1
21multi,0,-0.004629629629629638,0.6325729088326231,0,1
oxonfair,2,-0.05511804721888762,0.696365003760341,1,0
21multi,2,-0.02164115646258505,0.566652043118576,0,1
oxonfair,1,-0.06453565042081792,0.4636679439888264,1,0
oxonfair,0,-0.0369791666666667,0.5764602657307595,1,0
21multi,2,-0.024225245653817104,0.6161666805938553,0,1
21multi,1,-0.19539473684210534,0.7729067435447481,0,1
oxonfair,1,-0.07134261273017262,0.751566808723991,1,0
oxonfair,2,-0.04536314525810323,0.5736400100275758,1,0
oxonfair,0,-0.044345238095238146,0.6452207857321921,1,0
21multi,0,-0.01730769230769235,0.5518637792390613,0,1
21multi,1,-0.1271476373643557,0.6474127379705954,0,1
21multi,2,-0.029282301155756453,0.6841461076784688,0,1
oxonfair,0,-0.04166666666666673,0.6052895462521934,1,0
oxonfair,2,-0.05587949465500489,0.7553629624324033,1,0
21multi,0,-0.02048611111111115,0.5099022311356229,0,1
oxonfair,1,-0.045789956986129296,0.6496866382552019,1,0
oxonfair,1,-0.09190517616354943,0.63220523105206,1,0
oxonfair,0,-0.030381944444444493,0.6768404779811146,1,0
21multi,1,-0.1505582137161085,0.702431687139634,0,1
21multi,0,-0.00625000000000002,0.6703820120716586,0,1
oxonfair,2,-0.05124907105699429,0.7036493213479927,1,0
21multi,2,-0.03509689590121767,0.7479855316405831,0,1
oxonfair,1,-0.009175084175084188,0.633450321718058,1,0
oxonfair,2,-0.05647859143657467,0.6825520180496365,1,0
oxonfair,0,-0.049431818181818236,0.6005150527587229,1,0
21multi,1,-0.1145667198298778,0.6506782540876297,0,1
21multi,2,-0.02481849882810272,0.5837302582100776,0,1
21multi,0,-0.001666666666666683,0.7461017798947104,0,1
oxonfair,2,-0.03408506259646717,0.6256849192422018,1,0
oxonfair,0,-0.03159722222222224,0.6730592462605499,1,0
21multi,0,-0.009848484848484874,0.5982132683060234,0,1
21multi,2,-0.024671118447379,0.6024379543745298,0,1
21multi,1,-0.09077086656034031,0.5379293055903736,0,1
oxonfair,1,-0.043575536637737645,0.5588224760949755,1,0
oxonfair,0,-0.04270833333333337,0.6363750313361745,1,0
21multi,0,-0.014166666666666706,0.6306843820506393,0,1
21multi,2,-0.027987665654497153,0.6359842508073672,0,1
21multi,1,-0.10889952153110054,0.6460265730759589,0,1
oxonfair,2,-0.05258603441376554,0.6507583354224117,1,0
oxonfair,1,-0.08432845198395442,0.5720732013035849,1,0
oxonfair,2,-0.040895024676537314,0.6438037937661903,1,0
21multi,1,-0.08912812333864972,0.6203169828138493,0,1
21multi,2,-0.034865374721317184,0.7172223614941088,0,1
oxonfair,1,-0.0667388598907738,0.6669904738029581,1,0
21multi,0,-0.010984848484848507,0.614462499145377,0,1
oxonfair,0,-0.032500000000000015,0.6478315367259964,1,0
oxonfair,1,-0.03777971098545268,0.6407063870087185,1,0
21multi,2,-0.02722473604826549,0.6851148350270938,0,1
oxonfair,2,-0.04359834843028123,0.7056336744228446,1,0
oxonfair,0,-0.027462121212121268,0.6708220333188997,1,0
21multi,1,-0.17113997113997118,0.6901300003581278,0,1
21multi,0,-0.01684027777777783,0.5917105373109384,0,1
oxonfair,2,-0.04853369919396333,0.626222110804713,1,0
21multi,0,-0.0154166666666667,0.5409375783404362,0,1
21multi,1,-0.16469298245614042,0.7395754992897133,0,1
oxonfair,1,-0.057504297934920005,0.6674784228055726,1,0
oxonfair,0,-0.02756410256410262,0.7087182058352777,1,0
21multi,2,-0.01373299319727897,0.3844321885184257,0,1
