method,iteration,violation,accuracy,accuracy_rank,violation_rank
21multi,1,-0.1217391304347827,0.7601722416375437,0,0
oxonfair,2,-0.024269911504424792,0.6031952071892162,1,1
21multi,0,0.0,0.6379805292061907,0,0
21multi,2,-0.05442563817980025,0.609145105870606,0,0
oxonfair,0,0.0,0.7549925112331503,1,1
21multi,2,-0.04532232704402518,0.6183849226160758,0,0
oxonfair,2,-0.06590909090909096,0.5676939136749423,1,1
21multi,0,0.0,0.5764210826617218,0,0
oxonfair,0,-0.0034965034965034935,0.6852413687161565,1,1
21multi,1,-0.12463768115942035,0.7339823597936429,0,0
oxonfair,1,-0.18201581027667982,0.7145191303953161,1,1
oxonfair,0,-0.004545454545454542,0.6929605591612581,1,1
21multi,2,-0.07750000000000005,0.6937260775503412,0,0
oxonfair,1,-0.14227053140096624,0.6720474843290619,1,1
21multi,0,0.0,0.6712153991235369,0,0
oxonfair,2,-0.05266869469026551,0.6107713429855216,1,1
21multi,1,-0.11231884057971023,0.7428856714927607,0,0
21multi,1,-0.12137681159420294,0.6974122150108171,0,0
21multi,2,-0.09414308176100633,0.7240077383924114,0,0
oxonfair,1,-0.17795031055900626,0.6801939947222023,1,1
oxonfair,0,-0.0037878787878787845,0.7121817274088867,1,1
oxonfair,2,-0.07280973451327435,0.4332501248127808,1,1
21multi,0,0.0,0.6198701947079381,0,0
21multi,1,-0.10579710144927541,0.6623065401897151,0,0
oxonfair,2,-0.051756084070796474,0.5301422865701447,1,1
21multi,0,0.0,0.717873190214678,0,0
oxonfair,0,0.0,0.7391185948350203,1,1
21multi,2,-0.03958770090845566,0.6796471958728573,0,0
oxonfair,1,-0.16166007905138347,0.6353651341170062,1,1
21multi,2,-0.049223663522012615,0.6986395406889665,0,0
oxonfair,0,0.0,0.7538691962056915,1,1
oxonfair,1,-0.23760869565217396,0.7334997503744385,1,1
21multi,0,0.0,0.695380006912708,0,0
oxonfair,2,-0.051923076923076954,0.6902338799493067,1,1
21multi,1,-0.13826086956521746,0.6751872191712431,0,0
oxonfair,2,-0.07083333333333336,0.6750291229821933,1,1
oxonfair,0,0.0,0.7433294502690408,1,1
21multi,0,0.0,0.6594608087868199,0,0
oxonfair,1,-0.1395256916996048,0.6422638769119049,1,1
21multi,1,-0.12015810276679845,0.706848817682567,0,0
21multi,2,-0.07125786163522016,0.6718921617573639,0,0
oxonfair,0,0.0,0.728207688467299,1,1
oxonfair,1,-0.1545454545454546,0.605773158444152,1,1
oxonfair,2,-0.060000000000000026,0.6640705608254286,1,1
21multi,1,-0.11902173913043482,0.7163005491762355,0,0
21multi,2,-0.08221456216739237,0.7323245900380199,0,0
21multi,0,0.0,0.6700306682832895,0,0
21multi,2,-0.10000000000000002,0.7851555999334332,0,0
21multi,0,0.0,0.6922532867365617,0,0
oxonfair,0,-0.008021390374331543,0.7136647969222638,1,1
21multi,1,-0.11222826086956526,0.7012606090863704,0,0
oxonfair,2,-0.0689863234111022,0.6305087822811238,1,1
oxonfair,1,-0.11739130434782614,0.6912488410241779,1,1
oxonfair,0,-0.008264462809917349,0.6831570825579812,1,1
oxonfair,2,-0.06000000000000003,0.6709935097353968,1,1
21multi,1,-0.11956521739130441,0.6946802019193431,0,0
oxonfair,1,-0.17035573122529646,0.688921163708982,1,1
21multi,2,-0.05313342318059302,0.6317666357606448,0,0
21multi,0,0.0,0.7369945082376436,0,0
21multi,1,-0.11929347826086964,0.7540564153769346,0,0
oxonfair,0,0.0,0.7058642805023235,1,1
21multi,2,-0.04643980233602878,0.6506668568575708,0,0
oxonfair,1,-0.17463768115942035,0.6920036611749043,1,1
oxonfair,2,-0.09711538461538466,0.6502937900841046,1,1
21multi,0,0.0,0.6315526709935098,0,0
21multi,1,-0.10434782608695661,0.7176734897653521,0,0
21multi,0,0.0,0.6891585698375512,0,0
oxonfair,1,-0.11347826086956528,0.6092860708936595,1,1
oxonfair,0,-0.005050505050505046,0.7148166638930493,1,1
oxonfair,2,-0.0905772325020113,0.6146235192665547,1,1
21multi,2,-0.06750000000000003,0.6786320519221168,0,0
21multi,0,0.0,0.7285946080878682,0,0
21multi,1,-0.12065217391304356,0.7153020469296055,0,0
oxonfair,1,-0.1704347826086957,0.6949908470627392,1,1
oxonfair,0,0.0,0.6960273874901933,1,1
21multi,2,-0.11718750000000004,0.7584872690963554,0,0
oxonfair,2,-0.10963495575221242,0.6063904143784324,1,1
oxonfair,2,-0.060545722713864325,0.600432684306873,1,1
21multi,0,0.0,0.7407525076022329,0,0
21multi,2,-0.07437893081761009,0.706739890164753,0,0
21multi,1,-0.11956521739130442,0.7301547678482275,0,0
oxonfair,0,-0.012987012987012976,0.618215533842094,1,1
oxonfair,1,-0.10108695652173916,0.674821101680812,1,1
21multi,2,-0.06250000000000004,0.6968637952162665,0,0
21multi,0,0.0,0.6762548484964861,0,0
oxonfair,0,0.0,0.7375436844732901,1,1
21multi,1,-0.12329192546583857,0.7639255402610371,0,0
oxonfair,1,-0.21366459627329198,0.7717709150559874,1,1
oxonfair,2,-0.0592699115044248,0.6077383924113828,1,1
oxonfair,2,-0.045962389380531,0.5220294558162756,1,1
oxonfair,1,-0.14980237154150206,0.7683928652475832,1,1
21multi,2,-0.09875000000000006,0.7442336495257116,0,0
oxonfair,0,-0.011363636363636354,0.6634423364952572,1,1
21multi,0,0.0,0.7312602524784252,0,0
21multi,1,-0.12114624505928862,0.7287704806426724,0,0
oxonfair,2,-0.06751244469026552,0.565308287568647,1,1
21multi,1,-0.143840579710145,0.7088533865867865,0,0
oxonfair,0,-0.004132231404958674,0.7428856714927609,1,1
21multi,0,0.0,0.6669495756365452,0,0
21multi,2,-0.03251572327044028,0.5541687468796805,0,0
oxonfair,1,-0.20717391304347826,0.7207688467299052,1,1
21multi,0,0.0,0.7297515265563195,0,0
oxonfair,1,-0.18043478260869567,0.7118821767348977,1,1
oxonfair,2,-0.05208333333333337,0.5815443501414544,1,1
21multi,2,-0.12847658979734455,0.7554778942697066,0,0
oxonfair,0,-0.004545454545454542,0.6913130304543185,1,1
21multi,1,-0.13227424749163885,0.7537539844080035,0,0
oxonfair,1,-0.1678929765886288,0.678520680517685,1,1
21multi,0,0.0,0.7261380656288294,0,0
21multi,2,-0.0708398846960168,0.6994092195040772,0,0
oxonfair,2,-0.07466814159292039,0.5540325874824128,1,1
21multi,1,-0.1333333333333334,0.7162589449159592,0,0
oxonfair,0,-0.004545454545454542,0.6488766849725411,1,1
21multi,1,-0.12173913043478267,0.8290896987851556,0,0
oxonfair,0,0.0,0.7165363066511345,1,1
oxonfair,2,-0.06784995977473857,0.6584214587210094,1,1
oxonfair,1,-0.11159420289855078,0.6555999334331836,1,1
21multi,0,0.0,0.7281577633549675,0,0
21multi,2,-0.0848214285714286,0.696490977818986,0,0
oxonfair,2,-0.07625000000000004,0.5934098851722417,1,1
21multi,0,0.0,0.6992511233150274,0,0
21multi,2,-0.07461183176100633,0.7007301547678484,0,0
21multi,1,-0.12217391304347833,0.8016974538192712,0,0
oxonfair,0,0.0,0.7174951857927395,1,1
oxonfair,1,-0.1626811594202899,0.7565318688633716,1,1
oxonfair,0,-0.004132231404958674,0.7086642763128036,1,1
21multi,0,0.0,0.7342319853553003,0,0
oxonfair,2,-0.13125000000000006,0.7724038941587619,1,1
21multi,2,-0.06250524109014678,0.6827425528374107,0,0
oxonfair,1,-0.16038647342995171,0.745992122926721,1,1
21multi,1,-0.11655518394648837,0.6534045086216829,0,0
21multi,0,0.0,0.7120319520718922,0,0
oxonfair,2,-0.040016592920354005,0.5493426526876353,1,1
oxonfair,0,-0.005050505050505046,0.7320130914739003,1,1
21multi,1,-0.11770186335403732,0.6928179159831681,0,0
21multi,2,-0.0515674135220126,0.6436283075386918,0,0
oxonfair,1,-0.18829431438127095,0.697377011405968,1,1
21multi,0,0.0,0.6796471958728575,0,0
21multi,1,-0.11366459627329203,0.7524427644247914,0,0
oxonfair,2,-0.11704545454545459,0.6979076839286525,1,1
21multi,2,-0.06562893081761012,0.6919121318022965,0,0
oxonfair,1,-0.1586956521739131,0.7314861041770677,1,1
oxonfair,0,0.0,0.731039803930468,1,1
21multi,2,-0.08750000000000005,0.7236145781328008,0,0
oxonfair,2,-0.05772492625368734,0.5328673656182393,1,1
21multi,1,-0.11677018633540379,0.6959560659011483,0,0
oxonfair,1,-0.1789855072463769,0.6685527264658566,1,1
